CitationNumber,Long-acting,Drug,Analyte,Route,Matrix,Dose,LambdaZHl,CAS,PubChemCID,SMILES,LambdaZHl_log
9001726,,amoxicillin trihydrate,Amoxicillin,Oral,Kidney,7.0,4.7,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,1.5475627214819478
9015597,,Levamisole hydrochloride,Levamisole,Oral-medicated feed,Milk,8.0,4.7,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,1.5475627214819478
9001131,,Tetracycline,Tetracycline,Intramammary,Milk,,4.6,60-54-8,54675776,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,1.52605652088633
9014786,,Salicylic acid,Salicylic acid,Oral,Plasma,,4.6,69-72-7,338,C1=CC=C(C(=C1)C(=O)O)O,1.52605652088633
9017120,,Florfenicol,Florfenicol,Intramammary,Plasma,20.0,4.5,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,1.5040776189984717
9014830,,Clavulanate,Clavulanate,Intramammary,Milk,,4.42,61177-45-5,23665591,C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+],1.4861399223339251
9004813,,Apramycin (Sulfate),Apramycin,Intramuscular,Serum,20.0,4.419500009,65710-07-8,3081544,CNC1C(C2C(CC(C(O2)OC3C(CC(C(C3O)O)N)N)N)OC1OC4C(C(C(C(O4)CO)N)O)O)O.OS(=O)(=O)O,1.4860267958252091
9015543,,Danofloxacin,Danofloxacin,Intramuscular,Plasma,1.25,4.4,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,1.481604768196917
9015543,,Danofloxacin,Danofloxacin,Intravenous,Plasma,1.25,4.4,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,1.481604768196917
9015693,,Danofloxacin,Danofloxacin,Intramuscular,Milk,1.25,4.36,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,1.472472286718715
9012584,,Danofloxacin,Danofloxacin,Subcutaneous,Bronchial mucosa,6.0,4.34,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,1.4678745785270335
9015374,,Lincomycin,Lincomycin,Intramammary,Milk,,4.27,154-21-2,3000540,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,1.4516140614325432
9019147,,Isoniazid,Isoniazid,Intravenous,Serum,20.0,4.26,54-85-3,3767,C1=CN=CC=C1C(=O)NN,1.4492693950230355
9016104,,Rifampin,Rifampin,Intravenous,Skin,10.0,4.25,13292-46-1,135398735,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,1.4469192182304154
9012584,,Danofloxacin,Danofloxacin,Subcutaneous,Lungs,8.0,4.15,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,1.4231085752064334
9018388,,Morphine,Morphine,Intravenous,Plasma,0.0048,4.1,57-27-2,5288826,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,1.4109872176126714
9016810,,Prednisolone,Prednisolone,Intramammary,Milk,,4.0,50-24-8,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,1.3862946111198593
9001414,,Streptomycin,Streptomycin,Intramuscular,Plasma,5000.0,4.0,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,1.3862946111198593
9012584,,Danofloxacin,Danofloxacin,Subcutaneous,Bronchial secretions,8.0,3.94,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,1.3711809771169168
9017419,,Carvacrol,Carvacrol,Intramammary,Plasma,,3.94,499-75-2,10364,CC1=C(C=C(C=C1)C(C)C)O,1.3711809771169168
9015559,,Gentamicin,Gentamicin,Subcutaneous,Serum,7.0,3.92,1403-66-3,3467,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,1.3660919089043795
9005618,,Tylosin,Tylosin,Intramammary,Serum,,3.85,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,1.3480734080399188
9015190,,Moxifloxacin,Moxifloxacin,Intramuscular,Plasma,5.0,3.85,151096-09-2,152946,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,1.3480734080399188
9017595,,Prednisolone,Prednisolone,Intramuscular,Plasma,0.5,3.8,50-24-8,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,1.3350013298902002
9015597,,Levamisole hydrochloride,Levamisole,Subcutaneous,Milk,7.1,3.78,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,1.329724274181726
9000966,,Prednisolone,Prednisolone,Intramammary,Serum,,3.7,50-24-8,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,1.3083330899204126
9017131,,Marbofloxacin,Marbofloxacin,Intramuscular,Milk,4.0,3.694072,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,1.3067296433576396
9014786,,Salicylic acid,Salicylic acid,Intravenous,Plasma,139.0,3.68,69-72-7,338,C1=CC=C(C(=C1)C(=O)O)O,1.3029130239199331
9018344,,Ceftriaxone,Ceftriaxone,Intramuscular,Plasma,20.0,3.62,73384-59-5,5479530,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,1.2864743020807354
9016104,,Rifampin,Rifampin,Intravenous,Plasma,10.0,3.56,13292-46-1,135398735,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,1.2697608257627762
9015190,,Moxifloxacin,Moxifloxacin,Subcutaneous,Plasma,5.0,3.49,151096-09-2,152946,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,1.2499020227472462
9017921,,Famotidine,Famotidine,Intravenous,Plasma,0.4,3.33,76824-35-6,5702160,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,1.2029726042926077
9018344,,Ceftriaxone,Ceftriaxone,Intravenous,Plasma,20.0,3.31,73384-59-5,5479530,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,1.1969484915037296
8004015,,Neomycin sulphate,Neomycin sulphate,Intramuscular,Serum,4.6,3.3,1405-10-3,197162,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,1.1939227715026917
9015190,,Moxifloxacin,Moxifloxacin,Intravenous,Plasma,5.0,3.29,151096-09-2,152946,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,1.1908878687286022
9013162,,Enrofloxacin,Enrofloxacin,Intramuscular,Plasma,5.0,3.24,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,1.175573638446166
9011989,,Enrofloxacin,Enrofloxacin,Oral,Serum,5.0,3.21,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,1.1662712486683557
8004015,,Dihydrostreptomycin,Dihydrostreptomycin,Intramuscular,Serum,11.0,3.17,5490-27-7,21653,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,1.1537319033465527
9014851,,Florfenicol,Florfenicol,Intravenous,Plasma,20.0,3.09,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,1.1281714145341972
9016639,,Ketoprofen,Ketoprofen (S+ enantiomer),Intramuscular,Plasma,3.0,3.02,22071-15-4,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,1.1052571625125513
9014904,,Brotizolam,Brotizolam,Intramuscular,Plasma,0.01,3.0,57801-81-7,2451,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,1.0986126220013874
9017595,,Prednisolone,Prednisolone,Oral,Plasma,0.5,2.97,50-24-8,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,1.0885622895148883
9018387,,Tocopherol,Tocopherol,Intramuscular,Plasma,,2.92,10191-41-0,2116,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,1.071583958745885
9015717,,Sulfacetamide,Sulfacetamide,Intravenous,Milk,214.0,2.82,144-80-9,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,1.0367372395598884
9018835,,Pantoprazole,Pantoprazole,Intravenous,Plasma,1.0,2.81,102625-70-7,4679,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,1.0331848392174772
9001253,,Sulfadiazine,Sulfadiazine,Intravenous,Plasma,25.0,2.8,68-35-9,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,1.0296197743239517
9015717,,Sulfathiazole,Sulfathiazole,Intravenous,Milk,214.0,2.76,72-14-0,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,1.0152310420478337
9017131,,Marbofloxacin,Marbofloxacin,Intravenous,Milk,2.0,2.668867,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,0.9816544124739977
9017961,,Amoxicillin,Amoxicillin,Intramuscular,Milk,14.0,2.62,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,0.963174699452322
9005613,,Tylosin,Tylosin,Intravenous,Milk,20.0,2.6,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,0.9555118296427471
9007409,,Tolfenamic,Tolfenamic,Intravenous,Plasma,2.2,2.5,13710-19-5,610479,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,0.9162911318740751
9015631,,Thiamphenicol,Thiamphenicol,Intramuscular,Plasma,25.0,2.5,15318-45-3,27200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,0.9162911318740751
9001726,,amoxicillin trihydrate,Amoxicillin,Oral,Liver,7.0,2.5,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,0.9162911318740751
9018680,,Albendazole,Albendazole (sulfoxide metabolite),Oral,Plasma,10.0,2.4,54965-21-8,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,0.8754691540204799
9015635,,Vincamine,Vincamine,Intravenous,Plasma,1.0,2.39,1617-90-9,15376,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,0.8712937843533737
9018066,,Thymol,Thymol,Intramammary,Plasma,,2.35,89-83-8,6989,CC1=CC(=C(C=C1)C(C)C)O,0.854415753687892
9015615,,Sodium 2-methyl-2-phenoxy-propanoate,Sodium 2-methyl-2-phenoxy-propanoate,Intramuscular,Plasma,10.0,2.1671,2065-24-9,348838,CC(C(=O)OC)OC1=CC=CC=C1,0.7733903296822139
9005613,,Tylosin,Tylosin,Intravenous,Serum,20.0,2.14,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,0.7608062963233707
9014825,,Chlorpheniramine,Chlorpheniramine,Intravenous,Plasma,0.5,2.11,132-22-9,2725,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.7466884214215121
9009909,,Marbofloxacin,Marbofloxacin,Intravenous,Serum,2.0,2.065000004,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,0.725130712611425
9000409,,Kanamycin sulfate,Kanamycin,Intramuscular,Serum,10.0,2.032,25389-94-0,441374,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O,0.7090210218420987
9014820,,Clavulanic acid,Clavulanic acid,Intramuscular,Serum,1.75,2.0,58001-44-8,5280980,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,0.6931476805598203
9015682,,Lincomycin,Spectinomycin,Intravenous,Plasma,15.0,2.0,154-21-2,3000540,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,0.6931476805598203
9015682,,Lincomycin,Spectinomycin,Intramuscular,Plasma,15.0,2.0,154-21-2,3000540,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,0.6931476805598203
8004015,,Sodium Penicillin G,Sodium Penicillin G,Intramuscular,Kidney,9.0,1.88,69-57-8,23668834,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],0.6312723087566099
9015487,,Carazolol,Carazolol,Intramuscular,Serum,,1.862039,57775-29-8,71739,CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O,0.6216726609012558
9015717,,Sulfacetamide,Sulfacetamide,Intravenous,Plasma,214.0,1.86,144-80-9,5320,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,0.620577025359374
9018344,,Cefquinome,Cefquinome,Intravenous,Plasma,2.0,1.85,84957-30-2,5464355,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCCC5)C(=O)[O-],0.6151861796306279
9001338,,Penicillin G potassium,Penicillin G,Intravenous,Serum,10.0,1.78,113-98-4,23664709,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+],0.5766139261015888
8004015,,Sodium Penicillin G,Sodium Penicillin G,Intramuscular,Muscle,9.0,1.74,69-57-8,23668834,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],0.5538856879389161
9015701,,Thiamphenicol,Thiamphenicol,Intramuscular,Milk,30.0,1.7,15318-45-3,27200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,0.5306288392972914
9015717,,Sulfathiazole,Sulfathiazole,Intravenous,Plasma,214.0,1.69,72-14-0,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,0.5247291206507833
9018066,,Carvacrol,Carvacrol,Intramammary,Milk,,1.61,499-75-2,10364,CC1=C(C=C(C=C1)C(C)C)O,0.47623480011419117
9014560,,Xylazine,Xylazine,Intramuscular,Plasma,0.05,1.607,7361-61-7,5707,CC1=C(C(=CC=C1)C)NC2=NCCCS2,0.47436970903271763
9001726,,amoxicillin trihydrate,Amoxicillin,Oral,Serum,7.0,1.6,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,0.47000425424554026
9001726,,amoxicillin trihydrate,Amoxicillin,Oral,Fat,7.0,1.6,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,0.47000425424554026
9018066,,Thymol,Thymol,Intramammary,Milk,,1.6,89-83-8,6989,CC1=CC(=C(C=C1)C(C)C)O,0.47000425424554026
9009906,,Enrofloxacin,Enrofloxacin,Intra-Arterial,Milk,5.0,1.5,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,0.40546577477460877
9015422,,Novobiocin,Novobiocin,Intravenous,Plasma,10.0,1.5,303-81-1,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,0.40546577477460877
9005613,,Spectinomycin,Spectinomycin,Intravenous,Milk,20.0,1.5,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,0.40546577477460877
9005613,,Spectinomycin,Spectinomycin,Intravenous,Milk,20.0,1.5,1695-77-8,15541,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,0.40546577477460877
9014958,,Acetaminophen,Acetaminophen,Oral,Plasma,5.0,1.48,103-90-2,1983,CC(=O)NC1=CC=C(C=C1)O,0.39204276345147104
9015559,,Ampicillin,Ampicillin,Subcutaneous,Serum,20.0,1.43,69-53-4,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,0.3576751435722706
8004015,,Sodium Ampicillin,Sodium Ampicillin,Intramuscular,Serum,10.1,1.38,69-53-4,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,0.3220842238065318
8004015,,Kanamycin sulphate,Kanamycin sulphate,Intramuscular,Serum,3.5,1.37,70560-51-9,32943,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O,0.3148114697667745
8004015,,Sodium Amoxicillin,Sodium Amoxicillin,Intramuscular,Serum,8.9,1.36,69-53-4,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,0.307485435041808
9016266,,Detomidine,Detomidine,Intravenous,Plasma,0.03,1.34,76631-46-4,56032,CC1=C(C(=CC=C1)CC2=CN=CN2)C,0.29267036023119825
9016898,,Cefquinome,Cefquinome,Intravenous,Serum,10.0,1.33,84957-30-2,5464355,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCCC5)C(=O)[O-],0.285179694113079
8004015,,Sodium Penicillin G,Sodium Penicillin G,Intramuscular,Serum,9.0,1.32,69-57-8,23668834,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],0.2776324941737501
9014893,,Cephalexin lysine,Cephalexin sodium,Intramuscular,Plasma,7.0,1.3,53950-14-4,171313,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O.C(CCN)CC(C(=O)O)N,0.2623650336979644
9014842,,Cefacetrile,Cefacetrile,Intravenous,Plasma,12.0,1.3,10206-21-0,91562,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC#N)SC1)C(=O)O,0.2623650336979644
9015612,,Streptomycin,Spectinomycin,Intravenous,Plasma,20.0,1.2,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,0.18232239012694063
9014560,,Butorphanol,Butorphanol,Intramuscular,Plasma,0.025,1.137,42408-82-2,5361092,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,0.12839409427548798
9019175,,Buserelin,Buserelin,Intramuscular,Plasma,,1.13,57982-77-1,50225,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,0.12221851767960967
9014560,,Ketamine,Ketamine,Intramuscular,Plasma,0.1,1.12,6740-88-1,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.11332957816374746
9005613,,Spectinomycin,Spectinomycin,Intramuscular,Serum,20.0,1.1,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,0.09531108889482073
9005613,,Spectinomycin,Spectinomycin,Intramuscular,Serum,20.0,1.1,1695-77-8,15541,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,0.09531108889482073
9014845,,Cephapirin sodium,Cephapirin,Intravenous,Serum,8.5,1.1,24356-60-3,23675312,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],0.09531108889482073
9009906,,Enrofloxacin,Enrofloxacin,Intra-Arterial,Serum,5.0,1.090000002,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,0.0861786155066848
9001253,,Trimethoprim,Trimethoprim,Intravenous,Plasma,5.0,1.09,738-70-5,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,0.08617861367182415
9017079,,Marbofloxacin,Marbofloxacin,Intravenous,Plasma,0.67,1.08,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,0.07696196706162557
9014801,,Lidocaine,Lidocaine,Intravenous,Plasma,1.5,1.06,137-58-6,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.058269851519757165
8004015,,Sodium Cephacetrile,Sodium Cephacetrile,Intramuscular,Serum,8.5,1.05,23239-41-0,23668837,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC#N)SC1)C(=O)[O-].[Na+],0.04879111654993083
8004015,,Sodium Cephapirin,Sodium Cephapirin,Intramuscular,Serum,8.5,1.04,24356-60-3,23675312,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],0.03922167469128051
9005613,,Spectinomycin,Spectinomycin,Intravenous,Serum,20.0,1.01,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,0.009951320951687763
9005613,,Spectinomycin,Spectinomycin,Intravenous,Serum,20.0,1.01,1695-77-8,15541,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,0.009951320951687763
9015128,,Etamiphylline camsylate,Etamiphylline camsylate,Oral,Plasma,,1.0002,19326-29-5,88008,CCN(CC)CCN1C=NC2=C1C(=O)N(C(=O)N2C)C.CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,0.00020097980220635473
9014845,,Cephapirin sodium,Cephapirin,Intramuscular,Serum,8.5,1.0,24356-60-3,23675312,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],9.999994999180668e-07
9015188,,Carbocisteine,Carbocisteine,Oral,Plasma,10.0,1.0,638-23-3,193653,C(C(C(=O)O)N)SCC(=O)O,9.999994999180668e-07
9016898,,Cefquinome,Cefquinome,Subcutaneous,Serum,10.0,0.98,84957-30-2,5464355,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCCC5)C(=O)[O-],-0.02020168690987679
9015547,,Prethcamide ,crotethamide),Oral,Plasma,,0.90018,8015-51-8,71672,CCCN(C(CC)C(=O)N(C)C)C(=O)C=CC.CCC(C(=O)N(C)C)N(CC)C(=O)C=CC,-0.10515942476684374
9018415,,Carbetocin,Carbetocin,Intramuscular,Plasma,,0.85,37025-55-1,16681432,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,-0.16251775302787871
9015501,,Cefuroxime,Cefuroxime,Intravenous,Serum,14.0,0.8,55268-75-2,5479529,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,-0.2231423013149909
9000605,,Cephalexin glycinate,Cephalexin,Intramuscular,Serum,10.0,0.773333335,15686-71-2,27447,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,-0.2570438077321092
9016085,,Nalbuphine,Nalbuphine,Intravenous,Plasma,0.4,0.682,20594-83-6,5311304,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,-0.38272415486409
9018158,,Oxytocin,Oxytocin,Intrauterine,Plasma,,0.66,50-56-6,439302,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,-0.4155139288112984
9014783,,Acetylsalicylic acid,Acetylsalicylic acid,Intravenous,Plasma,90.0,0.608455,50-78-2,2244,CC(=O)OC1=CC=CC=C1C(=O)O,-0.4968306781254241
9000605,,Cephalexin glycinate,Cephalexin,Intravenous,Serum,10.0,0.585000001,15686-71-2,27447,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,-0.5361417206406333
9017783,,Prostaglandin F2 alpha tromethamine,Prostaglandin F2 alpha tromethamine,Intramuscular,Serum,,0.55,81110-73-8,107751,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,-0.597835182575455
9005613,,Spectinomycin,Spectinomycin,Intramuscular,Milk,20.0,0.45,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,-0.7985054739980185
